 2.74000e+03  3.20000e+02  1.70000e+02  3.46300e+04  7.01000e+03  5.58000e+03  7.90000e+02  3.50300e+04  1.45700e+04  1.70000e+02  1.50000e+03  2.20500e+04  7.04300e+04  1.63100e+04  1.01700e+04  3.59800e+04  5.28900e+04  2.39100e+04  5.88000e+03  1.18700e+04  8.70000e+02  2.96400e+04  3.47800e+04  8.16000e+03  2.72000e+03  4.19000e+03  4.09600e+04  1.92700e+04  2.63000e+03  1.57900e+04  2.90000e+03  1.32300e+04  3.09600e+04  6.61000e+03  3.78000e+03  5.60000e+02  4.12800e+04  1.99200e+04  3.49000e+03  4.13900e+04  1.08000e+03  3.38000e+03  3.83900e+04  1.12100e+04  2.20000e+02  1.16000e+03  5.55200e+04  2.61800e+04  9.27000e+03  6.70000e+02  1.15000e+03  1.55600e+04  1.93000e+03  2.38700e+04  3.50000e+03  7.16000e+03  6.85000e+03  4.18000e+04  2.12600e+04  5.52000e+03  4.07000e+03  2.40000e+02  2.49200e+04  7.59000e+03  2.26500e+04  3.36000e+03  6.21000e+03  3.21000e+03  4.53000e+04  2.36100e+04  8.14000e+03  5.90000e+02  2.32000e+03  7.29000e+03  8.38000e+03  3.34000e+04  1.08900e+04  1.60000e+02  1.81700e+04  1.22630e+05  3.48400e+04  1.81000e+04  4.05000e+03  4.51000e+03  7.30000e+02  1.19900e+04  2.39020e+05  3.19800e+04  1.09700e+04  3.30000e+02  5.30000e+02  3.09200e+04  3.94900e+04  2.18600e+04  7.93000e+03  1.60000e+02  6.64000e+03  1.22000e+03  1.67700e+04  9.09100e+04 
 8.83600e+04  3.94000e+03  3.33100e+04  6.55000e+03  1.77300e+04  8.08000e+03  3.29000e+03  3.49500e+04  3.26000e+03  2.41700e+04  1.15000e+03  8.30000e+02  1.31600e+04  1.35900e+04  1.67600e+04  7.14000e+03  5.06000e+03  3.96700e+04  2.01700e+04  3.47500e+04  8.37200e+04  7.14000e+03  2.75100e+04  4.10000e+02  3.04300e+04  2.27000e+03  2.59900e+04  1.45000e+04  4.61000e+03  1.30000e+03  9.60000e+02  3.06700e+04  3.33000e+03  2.97700e+04  6.48100e+04  8.49000e+03  2.37800e+04  2.91000e+03  4.10100e+04  5.83000e+03  6.70000e+04  1.65400e+04  1.99600e+04  4.50000e+02  1.94200e+04  3.50800e+04  5.34000e+03  3.76400e+04  2.87000e+03  4.41000e+04  1.15000e+03  2.51800e+04  1.49000e+03  2.87600e+04  5.77000e+03  4.13000e+04  2.70000e+02  2.01600e+04  3.40000e+02  2.68200e+04  4.54200e+04  1.45500e+04  1.22000e+03  2.03700e+04  2.03500e+04  1.15700e+04  2.92000e+03  1.80400e+04  3.20000e+02  1.12100e+04  2.58000e+03  1.94000e+04  6.66100e+04  1.34800e+04  6.80000e+02  2.47900e+04  3.66600e+04  1.85100e+04  8.40000e+02  3.67600e+04  1.84900e+04  2.65800e+04  2.32000e+04  2.46100e+04  2.30000e+02  4.04800e+04  2.30000e+02  1.50130e+05  7.91000e+03  1.31920e+05  1.04700e+04  5.60000e+02  2.98900e+04  2.84900e+04  2.79700e+04  6.64000e+03  5.34000e+03  3.37000e+03  9.85900e+04  9.43000e+03 
 2.22000e+03  4.30700e+04  1.81000e+03  9.49000e+03  4.89400e+04  9.90000e+02  2.13500e+04  1.82200e+04  3.17000e+03  1.11000e+03  7.38000e+03  4.11000e+03  5.87000e+03  6.52900e+04  1.85200e+04  3.06800e+04  3.66200e+04  1.54800e+04  1.41800e+04  2.99000e+03  9.30000e+02  6.94000e+03  8.00000e+03  1.26000e+03  1.40000e+03  4.71000e+03  1.65490e+05  5.07500e+04  4.77800e+04  3.81000e+03  3.44800e+04  8.37000e+04  2.67000e+04  3.89700e+04  2.08800e+04  2.86000e+04  1.63200e+04  2.24000e+04  1.29000e+04  1.83100e+04  1.06000e+04  1.59000e+04  9.41000e+03  1.50100e+04  9.29000e+03  1.56100e+04  1.02700e+04  1.77400e+04  1.23600e+04  2.15400e+04  1.56100e+04  2.74100e+04  2.00400e+04  3.70800e+04  2.57800e+04  6.87900e+04  3.34600e+04  1.61700e+04  4.64000e+04  6.22600e+04  1.41240e+05  4.51000e+03  6.78000e+03  1.27000e+03  6.41000e+03  4.30000e+03  1.37000e+03  3.94000e+03  1.67700e+04  1.77300e+04  4.56000e+04  3.49500e+04  2.02000e+03  1.15000e+03  6.80000e+02  1.35900e+04  2.70000e+03  5.06000e+03  1.10200e+04  3.47500e+04  3.35300e+04  2.75100e+04  5.10000e+02  2.27000e+03  1.24000e+03  4.61000e+03  2.63600e+04  3.06700e+04  3.65500e+04  6.48100e+04  9.82000e+03  2.91000e+03  1.32400e+04  6.70000e+04  5.81300e+04  4.50000e+02  6.70000e+02  5.34000e+03  3.56600e+04  4.41000e+04 
 8.81000e+03  1.25100e+04  3.76400e+04  7.26300e+04  1.43000e+03  3.16700e+04  8.62800e+04  5.54000e+03  9.00000e+03  3.63900e+04  2.21500e+04  4.68000e+03  5.29100e+04  5.11000e+03  1.05000e+03  2.43700e+04  1.27000e+03  1.03000e+03  4.02500e+04  6.34000e+03  1.08000e+03  2.83600e+04  5.58800e+04  7.71000e+03  6.79700e+04  2.76000e+03  1.32600e+04  6.75300e+04  4.43700e+04  4.81200e+04  1.03000e+03  8.75000e+03  5.53300e+04  1.32000e+03  5.70800e+04  1.24000e+03  1.43700e+04  1.36000e+03  6.26000e+03  8.08000e+03  2.88000e+03  3.12700e+04  1.05200e+04  3.64400e+04  8.40000e+02  1.64700e+04  1.87700e+04  1.87100e+04  6.06000e+03  9.35000e+03  2.79000e+03  1.37200e+04  9.49000e+03  9.16000e+03  2.33900e+04  1.82200e+04  2.46000e+03  1.59600e+04  4.11000e+03  3.53700e+04  4.53000e+03  3.06800e+04  7.10000e+02  4.43200e+04  2.99000e+03  9.95000e+03  2.23500e+04  1.26000e+03  2.93600e+04  7.30000e+02  5.07500e+04  1.05900e+04  3.61300e+04  8.37000e+04  6.00000e+02  1.81700e+04  2.86000e+04  2.62400e+04  5.19400e+04  1.83100e+04  3.46000e+03  4.27000e+04  1.50100e+04  2.63000e+03  4.37300e+04  1.77400e+04  7.55000e+03  5.79400e+04  2.74100e+04  2.00000e+03  7.40300e+04  6.87900e+04  4.98000e+03  1.86600e+04  6.22600e+04  2.19000e+04  3.86000e+03  1.27000e+03  5.80100e+04  3.89600e+04 
 4.87000e+03  2.90800e+04  1.44900e+04  3.43200e+04  1.60000e+03  2.16300e+04  2.23000e+04  4.01000e+03  3.55200e+04  2.86000e+03  5.51000e+03  3.81600e+04  1.64000e+03  8.59300e+04  1.84700e+04  2.34600e+04  4.45700e+04  2.71300e+04  1.78000e+03  1.01660e+05  2.25800e+04  1.40000e+03  3.56000e+03  4.91000e+03  1.23900e+04  1.15900e+04  6.84000e+04  2.38900e+04  2.88000e+03  2.24000e+03  1.07240e+05  4.05600e+04  8.87000e+03  6.92000e+03  5.08000e+03  3.63600e+04  1.70100e+04  1.98000e+03  5.29000e+03  6.78000e+03  4.60400e+04  3.90700e+04  1.55600e+04  1.43000e+03  1.11300e+04  1.41520e+05  6.44700e+04  3.63900e+04  2.42400e+04  1.41900e+04  5.31000e+03  1.05000e+03  5.18300e+04  2.62000e+03  1.26000e+03  6.34000e+03  2.21800e+04  2.67500e+04  1.51000e+03  6.79700e+04  1.65600e+04  7.36100e+04  5.42900e+04  4.81200e+04  4.58700e+04  4.61600e+04  4.91800e+04  5.70800e+04  9.03500e+04  7.85000e+03  6.89000e+03  8.08000e+03  8.65200e+04  1.44100e+04  3.42000e+03  8.40000e+02  5.59000e+03  3.40000e+03  1.79000e+03  9.35000e+03  1.93200e+04  3.06500e+04  4.89400e+04  2.33900e+04  7.30000e+02  1.11000e+03  1.23300e+04  3.53700e+04  1.85200e+04  5.48000e+03  7.90000e+03  2.99000e+03  2.04600e+04  4.49300e+04  1.40000e+03  7.30000e+02  2.27300e+04  3.81000e+03  8.50000e+02  6.00000e+02 
 1.60400e+04  3.46000e+03  5.24900e+04  2.58600e+04  3.59400e+04  3.12400e+04  7.83000e+03  2.10000e+03  4.98000e+03  3.28400e+04  2.88000e+04  4.24300e+04  6.46600e+04  2.19300e+04  2.15200e+04  7.91000e+03  5.50000e+03  1.94000e+03  1.86000e+03  4.46200e+04  9.65000e+03  4.15000e+03  1.80000e+03  2.54000e+03  1.19700e+04  2.72000e+03  1.63400e+04  5.47000e+03  5.88000e+03  1.05100e+04  1.87000e+03  2.09000e+03  9.61000e+03  1.19600e+04  2.90800e+04  2.76400e+04  9.12900e+04  6.26800e+04  4.78000e+03  4.01000e+03  3.18000e+03  1.00200e+04  1.91900e+04  1.21400e+04  8.59300e+04  1.65000e+03  1.51000e+03  1.20200e+04  7.52700e+04  1.01660e+05  4.27000e+03  7.24000e+03  2.48500e+04  3.57900e+04  1.15900e+04  7.60000e+03  3.94000e+03  9.59200e+04  1.31000e+03  4.05600e+04  2.84000e+03  1.51000e+03  4.05600e+04  6.18000e+03  1.98000e+03  1.51000e+03  1.79700e+04  1.25100e+04  3.08400e+04  1.43000e+03  3.39000e+04  5.54000e+03  3.40700e+04  2.21500e+04  1.41900e+04  5.11000e+03  1.60100e+04  1.27000e+03  9.70000e+03  6.34000e+03  1.95500e+04  5.58800e+04  1.93900e+04  2.76000e+03  7.36100e+04  4.43700e+04  5.52300e+04  8.75000e+03  9.30000e+02  5.70800e+04  1.18000e+03  1.36000e+03  2.11800e+04  2.88000e+03  1.44100e+04  3.64400e+04  1.23000e+03  1.87700e+04  3.40800e+04  9.35000e+03 
 2.21820e+05  1.59300e+04  7.33000e+03  1.44000e+04  2.89000e+03  5.89100e+04  7.69000e+03  1.95700e+04  7.19000e+04  1.62000e+04  5.09000e+03  2.53000e+03  8.91000e+03  3.30000e+03  5.24000e+03  1.49600e+04  2.65200e+04  4.17300e+04  3.04080e+05  2.23500e+04  2.92000e+03  1.62600e+04  4.79300e+04  3.33600e+04  2.25000e+03  2.19000e+03  1.82200e+04  4.37700e+04  4.34000e+03  3.52000e+03  3.71100e+04  2.58600e+04  1.16800e+04  1.62900e+04  5.54800e+04  5.69000e+03  2.58600e+04  2.88000e+04  2.95000e+03  2.74900e+04  1.91000e+04  1.52600e+04  1.05330e+05  1.94000e+03  3.57400e+04  5.77000e+03  4.62500e+04  3.28000e+03  2.34000e+04  1.19700e+04  3.76900e+04  3.98000e+03  2.86700e+04  3.09000e+03  2.63700e+05  2.09000e+03  1.04700e+05  2.14700e+04  2.46000e+03  3.43200e+04  4.83000e+03  4.78000e+03  2.63600e+04  1.96000e+03  5.51000e+03  2.89900e+04  6.62000e+03  1.65000e+03  4.62100e+04  2.71300e+04  1.42000e+03  2.24500e+04  2.12000e+03  2.48500e+04  1.23900e+04  4.74000e+03  1.61800e+04  2.10300e+04  3.86000e+04  4.05600e+04  1.41200e+04  8.98000e+03  1.21000e+03  1.84000e+03  5.29000e+03  1.79700e+04  1.20000e+03  7.26300e+04  2.66000e+03  1.41520e+05  2.06000e+03  2.21500e+04  1.32000e+03  6.91000e+03  5.18300e+04  1.03000e+03  4.02000e+03  1.95500e+04  2.34600e+04  6.79700e+04 
 4.67000e+03  6.16000e+03  1.09000e+04  2.96600e+04  3.13100e+04  1.90230e+05  6.39000e+04  4.53000e+03  3.14000e+03  1.36300e+04  6.12100e+04  7.41000e+04  3.96000e+03  5.96000e+03  2.37300e+04  1.03800e+04  2.60000e+04  8.63000e+03  2.94000e+03  5.07000e+03  4.47000e+03  1.05700e+05  2.56700e+04  8.34000e+03  1.09900e+04  5.97000e+03  2.32900e+04  4.16000e+03  1.54800e+04  7.54200e+04  3.61000e+03  1.95700e+04  2.93000e+03  4.61000e+04  2.55000e+03  3.20000e+03  8.56000e+03  9.60000e+03  1.49600e+04  2.50000e+03  6.07900e+04  2.32000e+03  9.52100e+04  1.84200e+04  2.65500e+04  3.33600e+04  2.60800e+04  2.53000e+03  3.87600e+04  2.81100e+04  5.52000e+03  4.72000e+03  2.58600e+04  6.19000e+04  1.79400e+04  2.10000e+03  1.75200e+04  2.61400e+04  4.24300e+04  2.74900e+04  1.68500e+04  7.91000e+03  2.34000e+03  3.50000e+03  4.46200e+04  5.73000e+03  3.28000e+03  2.54000e+03  2.50000e+03  3.17000e+03  5.47000e+03  3.30600e+04  3.47000e+03  2.09000e+03  7.68000e+03  1.67500e+04  2.76400e+04  4.35100e+04  1.64000e+03  4.01000e+03  1.96000e+03  2.19300e+04  1.21400e+04  8.12000e+03  2.34600e+04  1.20200e+04  3.88800e+04  2.24500e+04  7.24000e+03  4.91000e+03  1.34000e+03  7.60000e+03  4.60900e+04  2.55000e+03  4.05600e+04  1.25000e+03  1.46200e+04  6.18000e+03  1.64800e+04  6.78000e+03 
 8.78000e+03  2.01800e+04  3.38100e+04  6.15400e+04  2.41700e+04  3.82000e+03  1.69300e+04  5.93300e+04  2.23500e+04  1.01500e+04  1.08900e+04  3.65600e+04  9.70000e+03  6.07000e+03  5.88500e+04  4.68000e+03  6.33000e+03  4.02600e+04  1.40800e+04  3.04200e+04  7.48000e+03  9.13000e+03  6.73000e+04  6.16000e+03  2.79600e+04  3.68000e+03  5.75000e+04  9.52000e+03  1.54400e+04  1.53900e+04  4.49100e+04  6.12100e+04  3.14000e+03  1.27580e+05  3.08200e+04  1.07400e+04  8.96100e+04  3.60300e+04  2.85000e+03  5.07000e+03  3.75000e+03  1.84000e+04  3.51000e+03  3.50000e+03  1.15660e+05  1.59300e+04  2.24200e+04  1.54800e+04  2.74000e+03  3.54000e+03  4.28000e+03  1.17200e+04  5.09000e+03  2.53000e+03  1.34900e+04  9.60000e+03  1.13400e+04  8.30000e+03  3.07000e+03  2.23500e+04  1.16600e+04  2.30000e+03  6.32000e+03  2.60800e+04  3.15600e+04  6.52000e+03  4.34000e+03  3.46000e+03  2.00500e+04  3.59400e+04  4.77000e+03  2.10000e+03  2.10900e+04  2.88000e+04  2.13000e+03  2.19300e+04  8.59000e+03  5.50000e+03  3.97800e+04  4.46200e+04  4.62500e+04  1.80000e+03  2.31200e+04  2.72000e+03  4.32700e+04  5.88000e+03  3.72500e+04  2.09000e+03  1.29500e+04  2.90800e+04  3.27000e+03  6.26800e+04  1.85600e+04  3.18000e+03  5.51000e+03  1.21400e+04  1.98900e+04  1.51000e+03  3.39300e+04  1.01660e+05 
 6.27700e+04  8.66200e+04  4.65000e+03  5.34000e+03  8.77000e+03  3.86400e+04  5.14900e+04  4.35000e+03  5.11000e+03  2.42100e+04  5.13400e+04  8.19000e+03  1.73900e+04  4.33700e+04  5.20000e+03  2.45000e+04  7.50000e+03  1.23400e+04  5.41900e+04  4.12000e+03  7.69500e+04  3.87000e+03  3.96200e+04  4.47000e+03  3.00750e+05  9.27000e+03  1.69300e+04  2.06500e+04  1.01500e+04  5.77000e+03  1.78400e+04  5.60000e+04  5.00600e+04  1.84800e+04  5.02000e+03  5.42000e+03  1.12300e+04  3.04200e+04  7.71000e+03  6.82000e+03  1.08800e+04  7.91000e+04  4.23800e+04  3.13100e+04  2.40900e+04  1.88700e+04  1.53900e+04  1.36300e+04  1.35700e+04  1.52100e+04  1.85800e+04  2.37300e+04  3.09100e+04  4.19800e+04  7.97400e+04  5.07000e+03  5.50000e+03  8.21000e+03  3.23700e+04  1.09900e+04  3.04000e+03  2.64000e+03  2.24500e+04  7.54200e+04  3.54000e+03  2.99600e+04  1.62000e+04  2.55000e+03  3.55600e+04  1.13000e+04  3.77100e+04  2.50000e+03  2.14800e+04  2.23500e+04  4.28800e+04  2.65500e+04  4.13800e+04  8.10000e+03  4.16000e+03  2.81100e+04  3.52000e+03  3.34000e+03  3.59400e+04  1.79400e+04  7.79000e+03  3.28400e+04  1.55000e+04  2.74900e+04  2.15200e+04  4.49000e+03  2.00000e+03  4.46200e+04  2.13700e+04  2.79000e+03  1.19700e+04  3.17000e+03  9.90000e+03  1.05100e+04  2.37000e+03  7.68000e+03 
